page_rank_decimal,shortining_service,favicon,request_url,url_of_anchor,links_in_tags,iframe,web_traffic,page_rank,google_index,links_pointing_to_page,sim_lev,sim_fuzz,num_of_subdomains,len_sub,len_of_subdomains,result
3.59,1,-1,-1,1,-1,-1,0,1,1,1,0.5,60,1,0,10,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6,36,1,-1,20,-1
5.27,1,-1,-1,1,-1,1,1,1,1,1,0.5,43,1,1,4,1
0.0,1,1,1,1,1,-1,0,-1,1,0,0.6666666666666666,40,0,1,0,1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.5,36,1,-1,16,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.25,46,1,1,7,-1
8.64,-1,-1,-1,-1,-1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
0.0,1,-1,-1,1,0,1,-1,-1,-1,-1,0.5,25,1,-1,36,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.25,46,1,1,7,-1
0.0,1,1,-1,-1,-1,-1,0,-1,1,1,0.4,44,1,1,2,1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
2.78,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,12,-1
2.73,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,12,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,12,-1
1.61,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,25,-1
4.81,1,1,1,1,0,1,0,1,-1,-1,0.5714285714285714,33,1,1,3,1
3.55,1,1,1,1,1,-1,0,1,-1,1,0.5,38,0,1,0,1
3.15,1,1,0,1,0,1,0,1,1,0,0.5,55,1,0,12,1
0.0,1,1,-1,-1,-1,1,-1,-1,-1,1,0.4444444444444444,48,1,-1,16,-1
1.76,1,1,1,1,1,1,0,1,-1,-1,0.625,42,0,1,0,-1
0.0,1,1,-1,1,0,-1,0,-1,-1,-1,0.7,43,1,1,3,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.0,1,1,-1,1,-1,1,-1,-1,-1,-1,0.6,36,1,-1,23,-1
2.78,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,17,-1
8.64,-1,1,1,-1,1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
4.98,1,1,0,1,0,-1,0,1,-1,1,0.5,30,0,1,0,1
1.8,1,-1,-1,1,-1,-1,0,1,-1,1,0.7142857142857143,46,1,1,3,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5,25,1,-1,36,-1
3.21,1,1,1,1,1,1,0,1,1,1,0.6,44,2,0,11,1
0.0,1,1,1,1,1,1,0,-1,-1,1,0.4,37,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,13,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
2.6,1,1,0,1,0,-1,0,1,1,1,0.5,43,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.42857142857142855,27,0,1,0,-1
0.0,1,1,0,-1,0,1,-1,-1,1,0,0.0,71,1,-1,16,-1
2.57,1,-1,1,1,1,1,0,1,-1,0,0.4,53,1,-1,17,-1
2.5,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,14,-1
0.0,1,1,1,1,1,-1,-1,-1,-1,0,0.5,53,1,0,10,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,-1,0.4,50,1,0,8,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,12,-1
2.73,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
3.4,1,1,1,1,1,-1,0,1,1,1,0.625,44,0,1,0,1
4.27,1,1,1,1,1,1,0,1,-1,1,0.6,47,1,1,3,1
1.93,1,1,1,1,1,-1,0,1,-1,0,0.6923076923076923,36,0,1,0,1
5.12,1,1,0,1,1,1,1,1,-1,1,0.0,67,1,0,9,1
3.65,1,1,0,1,0,-1,0,1,1,1,0.8571428571428571,20,0,1,0,1
3.1,1,1,0,1,0,-1,0,1,-1,-1,0.5,40,1,1,3,1
6.14,1,-1,-1,1,-1,-1,1,1,1,-1,0.42857142857142855,50,1,1,3,1
1.18,1,1,1,1,1,1,0,1,-1,-1,0.42857142857142855,53,0,1,0,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6,40,0,1,0,-1
2.2,1,1,1,1,1,-1,0,1,1,1,0.5714285714285714,33,1,1,3,1
3.83,1,1,-1,0,-1,1,0,1,1,1,0.5,47,1,0,9,1
1.69,1,1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,19,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,10,-1
1.68,1,1,-1,1,-1,-1,0,1,1,0,0.5714285714285714,44,1,0,15,1
2.15,1,1,1,1,0,-1,0,1,-1,1,0.6,40,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,9,-1
7.92,-1,-1,-1,1,0,1,1,1,-1,-1,0.6666666666666666,43,0,1,0,-1
3.91,1,1,0,1,0,-1,0,1,1,1,0.6,40,0,1,0,1
1.59,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
2.73,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,12,-1
4.95,1,1,1,0,1,1,0,1,1,1,0.8571428571428571,29,1,1,3,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5,25,1,-1,36,-1
5.01,1,1,-1,1,0,-1,0,1,-1,1,0.3333333333333333,42,0,1,0,1
2.16,1,1,1,1,1,1,0,1,-1,0,0.4,53,1,-1,19,-1
3.48,1,1,0,1,0,-1,0,1,-1,1,0.5,42,1,1,3,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.6,25,1,-1,36,-1
1.23,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,21,-1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.4,47,2,-1,37,-1
2.43,1,-1,-1,1,-1,-1,0,1,1,1,0.5,47,1,1,3,1
3.83,1,1,0,1,0,-1,0,1,1,1,0.6,40,0,1,0,1
2.37,1,-1,0,1,0,1,0,1,-1,1,0.5,39,1,1,3,1
2.72,1,1,1,1,1,1,0,1,-1,-1,0.4,31,0,1,0,1
4.86,1,1,1,1,1,1,0,1,1,0,0.6666666666666666,43,0,1,0,1
5.11,1,1,0,1,0,-1,1,1,1,1,0.5,47,1,1,3,1
2.76,1,1,-1,1,-1,1,0,1,-1,-1,0.4,50,1,1,3,1
3.06,1,1,0,1,0,1,0,1,1,1,0.7,50,0,1,0,1
0.0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0.4,50,2,-1,64,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.6666666666666666,46,1,0,15,-1
3.11,1,1,1,1,0,-1,0,1,1,1,0.5,35,1,1,3,1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,-1,17,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,14,-1
1.48,1,1,1,1,1,1,0,1,-1,-1,0.6,38,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,10,-1
2.44,1,1,1,1,1,1,0,1,1,1,0.6,43,1,1,3,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,12,-1
4.04,1,1,1,1,1,1,0,1,-1,1,0.5555555555555556,50,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,42,1,1,4,-1
0.0,1,-1,-1,1,-1,1,0,-1,-1,-1,0.5,36,0,1,0,1
2.51,1,-1,1,1,1,1,0,1,-1,0,0.4,53,1,-1,18,-1
2.5,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,18,-1
3.84,1,-1,-1,1,0,-1,0,1,1,1,0.6666666666666666,35,0,1,0,1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.25,60,1,0,13,-1
2.5,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,12,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6666666666666666,31,0,1,0,-1
2.88,1,1,0,1,1,-1,0,1,1,-1,0.5,40,0,1,0,1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,0,8,-1
3.24,1,1,-1,1,0,-1,0,1,1,1,0.5,41,1,1,3,1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.4,47,2,-1,24,-1
4.52,1,-1,-1,0,-1,-1,0,1,1,1,0.7142857142857143,38,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,14,-1
2.22,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,14,-1
4.0,1,1,0,-1,0,1,0,1,-1,1,0.4,67,1,1,2,1
2.6,1,1,1,1,1,-1,0,1,1,1,0.6666666666666666,40,0,1,0,1
3.19,1,1,1,1,1,1,0,1,1,1,0.5714285714285714,57,2,0,14,1
5.47,1,1,0,0,0,-1,1,1,1,1,0.6666666666666666,55,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.4,47,2,-1,50,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.625,46,1,-1,16,-1
2.96,1,1,-1,1,0,-1,0,1,-1,1,0.5,46,1,0,14,-1
4.78,1,1,-1,1,0,1,0,1,-1,-1,0.5714285714285714,57,1,1,1,-1
4.46,1,1,1,1,0,1,0,1,1,1,0.5714285714285714,50,0,1,0,1
2.67,1,-1,-1,1,-1,1,0,1,-1,-1,0.42857142857142855,36,1,1,3,1
4.37,1,1,0,1,0,-1,0,1,1,1,0.6,43,0,1,0,1
3.43,1,1,1,1,0,-1,0,1,1,1,0.5714285714285714,46,0,1,0,1
3.72,1,1,0,1,0,-1,0,1,1,1,0.5,42,1,1,3,1
5.12,1,1,0,1,1,1,1,1,-1,1,0.0,67,1,0,9,1
2.48,1,1,1,1,1,1,0,1,-1,0,0.7142857142857143,38,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,0,0.5,53,1,-1,17,-1
2.97,1,1,1,1,0,-1,0,1,1,1,0.5,42,1,1,3,1
3.0,1,1,1,1,1,1,0,1,1,1,0.6666666666666666,42,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,14,-1
0.0,1,1,0,1,0,1,0,-1,-1,1,0.5714285714285714,36,1,1,3,1
4.96,1,1,1,1,1,1,0,1,1,1,0.6,57,1,1,6,1
0.0,1,1,-1,1,0,1,-1,-1,-1,1,0.6666666666666666,46,0,1,0,-1
2.31,1,1,0,1,0,1,0,1,-1,1,0.5714285714285714,50,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,13,-1
1.78,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,16,-1
4.42,1,-1,-1,-1,-1,-1,0,1,-1,1,0.5,47,1,0,8,1
2.6,1,1,0,1,0,-1,0,1,1,0,0.5,40,0,1,0,1
0.0,1,1,1,0,1,1,-1,-1,-1,1,0.5,53,1,0,10,-1
2.86,1,1,0,1,0,1,0,1,-1,-1,0.75,33,0,1,0,-1
2.14,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,12,-1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,-1,16,-1
1.84,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,14,-1
7.72,1,-1,-1,1,-1,-1,1,1,-1,-1,1.0,0,1,1,3,-1
2.25,1,1,0,1,0,-1,0,1,-1,1,0.42857142857142855,40,1,1,4,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
3.62,1,1,0,1,0,-1,0,1,1,1,0.6,47,0,1,0,1
0.0,1,1,-1,-1,-1,-1,-1,-1,-1,0,0.25,60,1,-1,28,-1
5.11,1,-1,-1,1,0,-1,1,1,1,1,0.625,38,1,1,3,1
0.0,1,-1,0,1,0,1,0,-1,-1,-1,0.6,40,0,1,0,1
0.0,1,1,1,-1,0,1,-1,-1,-1,1,0.6,40,0,1,0,-1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.5,46,1,0,9,-1
4.62,1,1,1,1,0,1,0,1,1,1,0.6666666666666666,47,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,-1,16,-1
3.54,1,1,0,0,0,-1,0,1,1,1,0.5,42,1,1,3,1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
4.57,1,1,-1,-1,-1,-1,0,1,-1,1,0.6666666666666666,55,1,1,4,1
1.91,1,1,1,0,1,1,0,1,-1,0,0.5,53,1,0,14,-1
3.37,1,1,-1,1,0,-1,0,1,1,1,0.8333333333333334,31,0,1,0,1
3.13,1,1,1,1,1,1,0,1,-1,-1,0.625,40,1,1,4,1
7.92,-1,1,-1,1,0,-1,1,1,-1,0,0.6666666666666666,43,0,1,0,-1
2.71,1,1,0,1,-1,-1,0,1,-1,1,0.5,33,1,1,3,1
2.97,1,1,1,1,0,-1,0,1,-1,1,0.7142857142857143,40,0,1,0,1
2.57,1,-1,-1,1,0,-1,0,1,-1,1,0.5,50,1,0,10,1
3.06,1,1,1,1,0,-1,0,1,1,1,0.5,42,1,1,3,1
0.0,1,1,1,1,1,1,0,-1,1,1,0.5,31,0,1,0,1
2.93,1,1,0,0,0,-1,0,1,1,1,0.5,40,0,1,0,1
2.79,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,12,-1
4.41,1,1,1,1,1,-1,0,1,1,1,0.7142857142857143,40,0,1,0,1
4.05,1,1,-1,1,0,-1,0,1,1,1,0.5,40,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.625,75,1,1,5,-1
2.11,1,1,1,1,1,1,0,1,-1,1,0.5,38,0,1,0,1
4.99,1,1,1,1,0,-1,0,1,-1,1,0.5,57,1,1,3,1
2.07,1,1,1,1,0,1,0,1,-1,1,0.5,35,1,1,3,1
1.61,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,10,-1
0.0,1,1,1,1,0,-1,0,-1,1,0,0.4,62,0,1,0,1
0.0,1,1,1,1,1,1,0,-1,-1,-1,0.8571428571428571,29,0,1,0,-1
4.86,1,-1,-1,1,-1,-1,0,1,-1,1,0.7142857142857143,43,1,1,3,1
2.76,1,-1,-1,1,-1,1,0,1,1,1,0.6666666666666666,43,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,38,1,1,4,-1
2.67,1,1,0,1,0,1,0,1,-1,1,0.5,42,0,1,0,1
2.74,1,1,1,1,1,1,0,1,-1,1,0.5714285714285714,46,0,1,0,1
5.13,-1,1,0,1,0,1,1,1,-1,-1,0.8,25,0,1,0,-1
2.42,1,1,1,1,1,1,0,1,-1,1,0.75,36,1,1,3,1
1.85,1,1,1,1,1,1,0,1,-1,-1,0.6,46,0,1,0,-1
3.23,1,1,0,1,0,-1,0,1,1,1,0.6,40,0,1,0,1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,-1,19,-1
1.77,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,18,-1
0.0,1,1,1,-1,1,1,-1,-1,1,1,0.5,46,1,0,11,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
2.57,1,1,1,1,0,-1,0,1,-1,1,0.5,34,0,1,0,1
2.73,1,1,1,0,1,1,0,1,-1,0,0.5,53,1,0,14,-1
3.08,1,1,1,1,1,1,0,1,1,1,0.5,46,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,-1,18,-1
4.17,1,1,1,1,1,1,0,1,1,1,0.6,44,1,1,3,1
0.0,1,-1,1,1,1,1,-1,-1,-1,1,0.25,70,0,1,0,-1
4.48,1,1,0,-1,0,1,0,1,-1,0,0.5,44,1,1,2,1
2.47,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,11,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.6666666666666666,25,1,-1,36,-1
0.0,1,1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
3.01,1,1,1,1,1,-1,0,1,1,1,0.5,44,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
4.03,1,1,0,1,0,-1,0,1,-1,1,0.6,42,0,1,0,1
3.1,1,1,1,1,1,1,0,1,1,-1,0.6666666666666666,46,1,1,4,1
7.37,-1,1,1,0,1,1,1,1,-1,0,0.8571428571428571,25,0,1,0,-1
0.0,1,-1,-1,1,0,1,-1,-1,-1,-1,0.0,41,1,-1,27,-1
4.3,1,-1,0,1,0,1,0,1,1,1,0.4,67,0,1,0,1
5.45,1,1,0,1,0,1,1,1,1,1,0.6,60,2,0,8,1
0.0,1,1,0,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,9,-1
0.0,1,-1,-1,1,0,1,-1,-1,-1,-1,0.6666666666666666,46,1,0,8,-1
8.64,-1,1,1,-1,1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
2.84,1,1,1,1,1,-1,0,1,1,1,0.6666666666666666,43,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,44,1,0,12,-1
4.75,1,1,1,1,1,1,0,1,1,-1,0.5,47,1,0,9,1
1.68,1,-1,0,1,0,-1,0,1,-1,1,0.6,45,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,21,-1
0.73,1,1,1,0,1,1,0,1,-1,1,0.6,37,1,1,3,1
4.3,1,1,1,1,0,-1,0,1,-1,1,0.5714285714285714,38,0,1,0,1
3.69,1,1,1,1,1,1,0,1,-1,1,0.75,43,0,1,0,1
2.74,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,11,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5,36,1,-1,33,-1
5.31,1,-1,-1,1,-1,1,1,1,1,0,0.6,50,0,1,0,1
2.59,1,1,1,1,1,1,0,1,1,1,0.625,38,1,1,3,1
2.85,1,1,1,1,1,-1,0,1,1,1,0.7142857142857143,38,0,1,0,1
2.86,1,1,1,1,0,1,0,1,-1,0,0.625,47,1,1,3,1
3.82,1,1,1,1,1,1,0,1,1,1,0.6,40,1,1,3,1
3.06,1,1,1,1,1,1,0,1,1,1,0.6,47,0,1,0,1
4.66,1,1,-1,1,-1,1,0,1,-1,-1,0.8333333333333334,22,0,1,0,-1
5.15,1,1,0,1,0,-1,1,1,1,1,0.5,34,1,1,3,1
5.4,1,1,0,1,1,-1,1,1,1,1,0.8,27,0,1,0,1
3.38,1,1,1,1,1,1,0,1,-1,1,0.5,50,1,1,5,1
0.0,1,1,1,1,1,-1,-1,-1,1,-1,0.5,55,0,1,0,-1
2.25,1,1,1,1,1,-1,0,1,1,1,0.75,40,0,1,0,1
2.25,1,1,1,1,1,1,0,1,-1,1,0.5,52,0,1,0,1
4.35,1,1,0,1,0,1,0,1,1,1,0.5,35,1,1,3,1
0.0,1,1,0,1,1,1,-1,-1,-1,-1,0.6666666666666666,46,1,0,9,-1
0.0,1,-1,-1,-1,0,-1,-1,-1,-1,1,0.6,40,0,1,0,-1
4.78,1,1,-1,1,-1,1,0,1,-1,-1,0.5714285714285714,57,1,1,1,-1
2.96,1,1,1,1,1,-1,0,1,-1,1,0.6,38,1,1,3,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,15,-1
4.81,1,1,1,1,1,1,0,1,1,0,0.4,46,1,0,8,1
3.99,1,1,1,1,1,-1,0,1,-1,1,0.5,67,1,1,3,1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,0,0.5,47,1,-1,30,-1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,0,11,-1
5.14,1,1,1,-1,0,1,1,1,-1,1,0.7142857142857143,36,1,1,3,-1
1.91,1,1,1,1,1,-1,0,1,1,0,0.5,40,0,1,0,1
2.81,1,-1,-1,1,0,1,0,1,1,1,0.42857142857142855,67,1,0,8,1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.5714285714285714,36,1,-1,32,-1
7.72,1,-1,-1,1,-1,-1,1,1,-1,-1,1.0,0,1,1,3,-1
4.66,1,1,-1,1,-1,1,0,1,-1,-1,0.8333333333333334,22,0,1,0,-1
1.49,1,-1,1,0,1,1,0,1,-1,1,0.5,53,1,-1,16,-1
4.66,1,1,-1,1,-1,1,0,1,-1,-1,0.8333333333333334,22,0,1,0,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,14,-1
3.01,1,1,1,1,1,-1,0,1,1,1,0.6666666666666666,47,1,1,3,1
3.51,1,1,1,1,0,-1,0,1,1,1,0.5,31,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.4,53,1,-1,19,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.625,50,1,0,8,-1
2.33,1,1,1,0,1,-1,0,1,-1,1,0.5,43,1,1,3,1
0.0,1,1,1,1,1,1,0,-1,-1,0,0.5,40,0,1,0,1
1.78,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
1.78,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,24,-1
0.0,1,1,0,-1,0,1,-1,-1,-1,1,0.6,46,1,-1,19,-1
1.72,1,1,1,1,0,1,0,1,1,0,0.5714285714285714,32,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,0,15,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.7142857142857143,40,1,1,3,-1
1.41,1,1,0,1,0,-1,0,1,-1,0,0.6,50,1,1,3,1
4.93,1,1,-1,1,-1,1,0,1,1,0,0.5714285714285714,43,0,1,0,1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.5,40,1,-1,16,-1
3.21,1,1,0,0,0,1,0,1,1,1,0.625,50,1,1,3,1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,14,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,-1,16,-1
0.0,1,1,1,1,1,-1,0,-1,-1,1,0.6,40,1,1,3,1
0.0,1,1,0,-1,0,1,-1,-1,-1,0,0.6,46,1,0,10,-1
4.53,1,1,1,1,1,1,0,1,1,1,0.6,50,0,1,0,1
3.81,1,1,1,1,0,-1,0,1,1,1,0.4,42,1,1,3,1
4.78,1,1,-1,1,-1,1,0,1,-1,-1,0.5714285714285714,57,1,1,1,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5,29,1,-1,36,-1
3.24,1,1,1,1,1,-1,0,1,-1,1,0.5714285714285714,42,1,1,3,1
3.35,1,1,0,1,0,1,0,1,1,1,0.5,43,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,-1,19,-1
1.61,1,1,1,1,1,1,0,1,1,0,0.4,29,0,1,0,1
0.0,1,1,1,0,1,1,-1,-1,-1,0,0.2,53,1,-1,17,-1
5.56,1,1,-1,1,-1,1,1,1,-1,-1,0.7142857142857143,36,0,1,0,-1
3.05,1,1,0,1,0,-1,0,1,-1,1,0.6,50,1,1,3,1
4.95,1,-1,-1,1,-1,-1,0,1,1,0,0.6,40,0,1,0,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.0,1,1,0,0,0,-1,0,-1,-1,1,0.5,50,1,1,3,1
2.89,1,1,-1,1,0,-1,0,1,1,1,0.5,48,1,1,3,1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.4,47,2,-1,24,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.0,54,0,1,0,-1
3.8,1,1,0,1,0,-1,0,1,1,0,0.5,46,0,1,0,1
1.85,1,1,0,1,0,-1,0,1,1,1,0.5714285714285714,43,0,1,0,1
0.0,1,1,-1,1,-1,1,-1,-1,-1,-1,0.5714285714285714,40,1,1,3,-1
2.8,1,1,1,1,1,-1,0,1,1,-1,0.5714285714285714,38,1,1,3,1
2.83,1,-1,0,1,0,1,0,1,1,1,0.5714285714285714,40,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,1,0,0.5,50,2,-1,17,-1
5.16,1,1,0,1,0,-1,1,1,-1,1,0.42857142857142855,38,1,1,3,1
0.0,1,1,0,1,0,-1,-1,-1,-1,-1,0.4,36,0,1,0,-1
2.37,1,1,1,1,1,1,0,1,-1,-1,0.6666666666666666,35,0,1,0,1
6.17,1,-1,-1,1,-1,-1,1,1,-1,0,0.42857142857142855,50,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,0,12,-1
0.0,1,1,-1,1,1,1,-1,-1,-1,-1,0.6,46,1,0,10,-1
3.11,1,1,0,1,0,1,0,1,1,1,0.7,40,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,44,1,0,12,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,12,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5,25,1,-1,36,-1
1.85,1,1,1,1,1,1,0,1,1,-1,0.5,50,1,0,8,1
2.96,1,1,-1,1,0,-1,0,1,-1,1,0.5,46,1,0,14,-1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.25,54,1,-1,18,-1
8.64,-1,-1,-1,-1,-1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
2.86,1,1,0,1,0,-1,0,1,-1,1,0.6666666666666666,50,0,1,0,1
1.77,1,-1,0,1,0,1,0,1,-1,0,0.5,53,1,0,13,-1
3.62,1,1,0,1,0,1,0,1,1,1,0.5,45,1,1,3,1
0.0,1,-1,0,1,0,-1,0,-1,1,1,0.6666666666666666,48,1,1,3,1
3.46,1,1,0,1,0,-1,0,1,-1,1,0.5,35,0,1,0,1
4.08,1,1,0,1,0,1,0,1,1,1,0.6,50,1,1,4,1
1.5,1,1,1,1,0,-1,0,1,-1,1,0.6,47,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.0,53,1,-1,21,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6,36,1,-1,17,-1
1.37,1,1,0,1,0,-1,0,1,-1,1,0.6666666666666666,50,2,0,15,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.4,53,1,-1,19,-1
1.06,1,1,1,1,1,1,0,1,-1,0,0.4,56,1,-1,16,1
2.73,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,38,-1
5.0,1,1,1,1,1,1,0,1,1,0,0.5,50,1,0,10,1
4.1,1,1,0,1,0,-1,0,1,-1,0,0.5,45,0,1,0,1
0.0,1,1,-1,1,1,1,-1,-1,-1,-1,0.5,50,1,0,10,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,0,0.5,50,1,1,7,-1
6.08,1,1,1,1,1,1,1,1,1,-1,0.5714285714285714,46,1,1,3,1
